Time,Temperature_Room_Sensor,Temperature_Exterior_Sensor,Lighting_Room_Sensor,state_window,state_bed,real_action
17:43,20,17,39,1.95,2.85,1
17:35,20,16,74,0.49,0.53,2
11:12,19,17,78,0.58,1.01,3
19:35,19,17,70,1.57,2.37,4
13:11,15,16,78,1.33,1.01,5
19:29,23,15,69,1.65,2.78,5
16:34,19,16,39,0.79,0.96,6
19:55,20,17,35,0.15,2.78,7
07:09,18,21,74,0.34,2.67,0
18:05,20,16,40,1.65,0.21,1
18:44,18,17,41,0.09,0.11,2
11:03,20,16,40,1.98,1.0,3
09:48,20,17,42,0.91,2.19,4
16:19,17,15,44,1.8,2.31,5
11:08,24,15,88,0.88,0.62,5
17:14,18,17,31,1.04,2.12,6
21:56,20,17,25,0.02,0.97,7
08:35,18,23,64,0.44,1.58,0
17:27,19,16,31,1.2,0.69,1
18:50,20,17,45,1.6,0.82,2
11:47,19,16,54,1.04,2.9,3
09:24,20,17,78,1.57,2.25,4
20:48,17,16,63,0.93,1.28,5
14:43,26,16,52,1.84,1.11,5
21:40,18,16,32,0.13,2.15,6
18:33,20,15,39,0.86,1.75,7
10:17,19,22,84,0.66,2.47,0
17:58,19,17,30,1.42,2.81,1
17:59,19,16,47,0.24,0.94,2
11:49,20,15,81,1.1,1.34,3
19:25,18,15,87,0.96,2.17,4
13:49,17,15,69,0.46,1.91,5
15:40,18,15,81,0.71,2.58,4
09:11,17,16,76,1.17,1.46,5
20:27,27,16,58,0.51,1.03,5
15:25,20,17,32,0.71,1.12,6
17:36,20,15,22,0.17,1.85,7
15:34,18,21,77,0.05,2.47,0
18:31,19,15,32,1.46,2.65,1
17:59,18,15,88,1.85,0.54,2
20:39,27,17,87,1.83,0.82,5
07:10,20,16,30,1.43,2.61,6
17:38,19,15,39,1.16,0.13,1
18:32,18,17,89,1.32,0.1,2
11:22,19,16,52,1.19,1.31,3
11:31,18,17,57,0.44,0.71,3
08:16,18,16,56,0.54,2.73,4
10:25,16,16,75,1.81,0.51,5
20:58,19,17,22,0.6,1.44,7
07:48,18,24,55,0.16,2.29,0
18:05,21,17,65,1.57,1.25,5
16:00,20,16,33,1.91,0.58,6
16:35,18,15,34,0.12,2.64,7
09:11,19,23,56,0.26,2.17,0
18:34,20,17,33,1.74,1.68,1
17:31,19,15,42,1.8,0.69,2
11:15,19,17,50,0.38,0.09,3
14:06,22,16,72,0.22,1.76,5
09:22,20,15,36,1.16,0.97,6
20:54,20,16,36,0.8,0.63,7
11:48,20,24,72,0.85,1.44,0
11:08,19,15,52,1.22,1.51,3
11:51,18,15,45,1.7,2.58,4
09:37,15,16,84,0.11,2.08,5
10:46,22,16,56,0.14,0.85,5
18:11,18,17,30,1.38,1.97,6
18:53,20,17,32,1.3,0.27,1
18:40,20,16,44,0.19,0.28,2
17:10,19,17,30,0.51,2.29,7
14:17,18,24,59,0.11,1.85,0
08:25,15,17,76,0.5,1.99,5
17:35,19,15,69,0.93,0.95,2
11:48,18,15,45,1.2,1.97,3
09:17,21,16,78,1.81,1.1,5
10:34,20,16,33,1.69,0.74,6
18:22,18,17,33,0.64,2.26,7
08:51,20,23,44,0.47,2.85,0
17:31,19,17,32,1.57,1.89,1
17:49,19,17,66,0.29,0.97,2
11:01,19,15,59,0.87,1.4,3
12:26,19,15,65,0.74,2.73,4
19:50,14,16,57,1.63,0.54,5
16:11,27,16,59,0.77,1.77,5
18:38,19,16,35,1.94,0.05,1
08:56,19,15,90,1.67,2.58,4
17:21,19,15,53,0.93,2.22,4
21:56,20,16,31,0.13,1.61,6
18:44,18,15,35,0.29,0.87,7
13:33,19,21,43,0.84,0.14,0
17:18,18,17,39,1.3,1.06,1
17:51,19,15,58,0.01,0.86,2
11:23,19,15,79,1.2,2.89,3
20:55,18,16,68,0.8,2.78,4
08:55,17,15,65,0.99,0.42,5
09:51,28,15,87,1.62,2.66,5
11:44,20,15,30,0.57,0.91,6
18:50,18,15,27,0.18,2.22,7
14:17,20,22,56,0.7,2.47,0
18:52,19,15,35,1.56,2.06,1
18:55,19,15,75,1.89,0.59,2
11:53,19,16,64,0.2,1.5,3
17:44,18,15,73,1.14,2.67,4
19:56,15,15,85,1.85,2.14,5
14:09,26,17,77,0.69,1.02,5
21:37,19,17,39,1.01,2.98,6
14:33,18,16,39,0.35,2.35,7
07:07,18,25,81,0.52,0.57,0
17:13,18,15,39,1.13,2.72,1
14:06,17,17,51,1.72,2.46,5
17:56,19,16,64,1.3,0.4,2
11:28,19,17,81,1.01,0.88,3
16:57,17,17,41,1.67,0.33,5
21:52,27,17,48,0.64,0.2,5
15:27,18,16,35,0.83,2.51,6
21:02,20,17,30,0.1,0.23,7
10:00,19,24,63,0.28,2.81,0
18:40,20,16,34,1.99,2.43,1
18:37,18,17,49,1.18,0.66,2
11:18,18,16,58,1.3,1.82,3
08:33,20,15,43,1.8,2.48,4
18:08,19,15,60,1.33,0.17,2
11:48,20,17,69,0.78,1.2,3
20:45,18,15,48,1.98,2.51,4
08:08,16,16,45,0.61,0.17,5
14:47,16,17,70,1.0,2.02,5
19:17,28,15,71,1.99,0.3,5
09:29,19,17,35,1.13,2.0,6
21:34,19,15,22,0.2,1.28,7
09:41,20,23,96,0.35,1.1,0
17:05,18,15,37,1.83,0.49,1
17:07,19,17,45,1.22,0.36,2
11:32,18,16,74,1.34,2.92,3
21:51,20,17,77,0.68,2.29,4
08:13,15,16,47,0.23,2.97,5
13:31,21,15,63,1.44,0.12,5
09:04,18,17,33,1.02,1.71,6
21:21,18,15,35,0.59,2.82,7
16:09,18,21,69,0.61,1.69,0
18:01,19,17,78,1.52,2.37,4
18:58,19,17,38,1.33,2.62,1
18:02,21,15,45,1.02,2.39,5
10:42,20,16,35,0.7,1.6,6
21:01,20,15,39,0.14,0.67,7
10:26,20,26,81,0.91,1.92,0
13:47,20,15,31,0.35,2.32,6
20:35,28,16,61,1.79,1.37,5
10:25,18,16,39,0.09,1.31,6
14:47,19,15,21,0.91,1.78,7
08:00,19,25,49,0.91,0.26,0
18:09,19,16,39,1.62,2.42,1
19:49,20,15,53,0.58,2.37,4
19:51,20,16,36,0.48,2.23,7
15:47,19,21,46,0.71,1.07,0
17:23,20,17,33,1.07,0.1,1
17:40,18,17,70,1.98,0.78,2
12:15,16,16,49,0.51,2.74,5
11:53,18,15,80,1.72,2.39,3
18:49,18,15,32,1.71,2.51,1
17:54,18,15,44,1.45,0.64,2
11:01,20,16,82,0.6,1.91,3
11:56,18,15,66,1.35,2.72,4
17:58,19,17,76,1.26,0.93,2
11:02,20,17,59,0.09,0.4,3
14:17,14,16,70,0.01,1.02,5
07:42,29,17,73,0.97,2.66,5
20:42,18,16,51,1.42,2.77,4
19:07,17,15,77,0.35,2.74,5
07:21,20,16,35,1.32,2.32,6
19:22,19,17,28,0.28,2.63,7
13:35,19,21,100,0.01,0.69,0
17:32,20,16,37,1.78,2.51,1
18:03,20,16,80,1.58,0.1,2
11:45,19,17,58,1.81,0.25,3
12:52,20,17,57,0.65,2.66,4
13:37,16,16,51,0.57,0.42,5
13:47,27,15,88,0.85,1.36,5
17:43,20,17,35,0.29,0.83,6
16:23,20,16,31,0.3,2.31,7
11:31,19,21,44,0.26,0.67,0
18:45,18,15,33,1.66,0.18,1
12:32,25,17,84,1.74,0.73,5
17:58,19,16,79,0.84,0.52,2
14:15,18,15,53,1.06,2.36,4
20:18,15,17,47,1.01,0.9,5
12:25,22,17,66,1.75,1.5,5
17:15,19,15,36,0.39,1.46,6
21:33,18,15,23,0.64,1.26,7
13:07,18,25,99,0.17,2.88,0
18:00,20,17,38,1.12,2.88,1
08:40,18,15,56,0.88,2.03,4
11:50,17,15,87,1.77,2.38,5
10:18,22,17,49,0.67,2.81,5
21:20,18,15,38,1.17,0.72,6
21:33,19,17,20,0.84,0.74,7
10:58,20,25,96,0.24,2.65,0
11:21,18,17,59,1.67,1.41,3
20:08,20,15,49,0.98,2.88,4
17:03,15,17,84,1.94,2.25,5
14:22,20,15,24,0.91,0.38,7
15:49,20,24,82,0.72,0.38,0
18:08,18,17,33,1.17,1.36,1
18:30,18,16,58,0.71,0.14,2
11:02,18,17,50,0.61,2.31,3
17:22,19,16,90,0.48,0.83,2
11:52,18,17,51,1.94,2.96,3
15:33,16,16,62,0.78,0.48,5
12:33,22,17,79,0.77,1.07,5
18:24,19,15,34,1.25,1.73,1
18:44,20,15,50,0.48,0.76,2
08:07,18,15,30,0.28,2.62,6
20:05,19,17,37,0.56,0.78,7
11:00,19,23,94,0.33,0.61,0
18:26,18,15,32,1.88,1.43,1
17:13,18,17,65,1.55,0.48,2
13:02,21,16,65,0.69,1.25,5
07:10,19,16,34,0.6,1.1,6
19:13,18,16,57,1.58,2.86,4
13:10,18,17,50,0.06,2.86,4
20:35,17,16,59,0.78,1.68,5
14:52,26,17,80,0.09,0.46,5
15:04,18,17,38,0.65,1.26,6
15:42,18,15,33,0.21,0.94,7
18:22,18,17,34,1.57,2.95,1
18:44,19,16,82,1.24,0.1,2
11:24,18,15,57,0.11,1.22,3
10:33,20,17,69,1.01,2.14,4
11:30,19,26,90,0.72,1.22,0
17:17,20,16,31,1.08,1.8,1
18:52,19,17,63,1.33,0.24,2
11:23,18,16,78,0.82,1.97,3
14:14,25,15,47,1.78,2.47,5
11:04,18,16,81,1.84,2.47,3
14:34,19,17,35,0.79,1.0,6
11:10,20,16,52,0.45,0.98,3
21:22,18,15,31,0.36,2.72,7
16:42,18,21,60,0.76,2.53,0
11:47,16,16,51,0.69,2.74,5
08:42,27,16,54,1.36,0.6,5
18:25,20,17,35,1.98,1.34,6
17:41,19,16,29,0.67,2.48,7
11:13,18,23,43,0.44,1.92,0
17:17,18,16,37,1.9,2.58,1
18:05,18,16,61,1.74,0.34,2
11:09,19,15,72,0.13,2.29,3
07:43,18,16,64,0.41,2.64,4
19:28,14,16,60,0.13,0.39,5
20:22,23,16,59,0.85,0.61,5
20:09,18,15,32,0.18,1.89,6
18:07,18,15,59,0.6,0.17,2
11:44,20,17,74,0.07,0.51,3
12:30,18,15,45,0.63,2.05,4
13:58,14,15,54,0.86,0.79,5
12:35,19,16,85,1.69,2.67,4
15:42,17,16,45,1.8,1.46,5
10:19,26,15,62,1.38,0.13,5
21:09,18,16,37,1.19,1.81,6
14:31,20,16,26,0.87,2.82,7
07:25,18,25,81,0.21,1.25,0
18:43,19,17,30,1.92,1.4,1
17:58,20,16,46,0.04,0.62,2
11:56,20,17,61,1.3,2.34,3
07:37,20,15,80,1.77,2.8,4
19:36,16,15,56,1.6,1.48,5
10:00,21,15,49,0.44,1.22,5
19:41,20,17,32,0.66,1.1,6
19:37,19,16,38,0.9,2.41,7
07:02,19,23,46,0.89,1.42,0
17:35,18,16,32,1.99,1.97,1
16:08,18,16,33,0.63,0.98,7
08:41,18,21,95,0.21,0.34,0
11:05,20,15,53,1.83,2.45,3
14:08,19,17,68,1.77,2.96,4
10:35,16,17,86,1.9,1.39,5
13:54,26,16,62,1.71,1.86,5
18:47,19,16,37,1.02,2.67,1
17:27,20,15,77,0.71,0.29,2
11:33,19,16,75,0.11,2.13,3
14:02,19,17,80,1.51,2.14,4
08:43,14,16,80,0.07,1.61,5
14:38,21,15,42,0.75,1.64,5
12:56,19,17,31,1.43,1.83,6
19:18,19,15,21,0.4,0.9,7
08:41,19,22,45,0.16,1.02,0
17:21,19,15,33,1.86,1.02,1
18:09,19,17,77,0.27,0.81,2
18:12,18,16,35,1.31,1.53,1
17:11,19,15,77,1.24,0.79,2
11:44,18,17,52,0.21,1.43,3
13:44,19,16,82,0.19,2.74,4
17:53,14,16,61,0.78,2.56,5
15:51,24,15,67,1.95,1.47,5
18:10,18,15,30,0.24,2.08,6
16:53,20,17,37,0.68,2.6,7
12:48,18,25,97,0.94,1.75,0
17:23,18,16,33,1.64,1.69,1
18:22,19,17,48,0.46,0.36,2
08:51,20,15,33,0.64,2.06,6
13:48,19,16,80,1.98,2.19,4
16:14,15,17,83,1.67,2.99,5
19:38,23,16,72,0.51,1.81,5
18:31,19,15,34,1.95,1.94,1
18:07,20,16,65,1.39,0.83,2
11:40,19,17,72,0.58,1.18,3
07:46,19,17,69,1.39,2.72,4
16:13,17,16,68,1.65,0.01,5
18:33,21,15,64,1.9,0.42,5
20:11,19,16,35,1.22,1.03,6
17:46,20,16,20,0.04,0.67,7
11:32,19,26,48,0.91,2.91,0
18:30,20,16,36,1.08,0.82,1
20:00,18,17,20,0.13,1.84,7
11:20,18,21,93,0.41,2.7,0
11:14,18,17,70,1.92,2.53,3
18:45,19,15,66,0.52,0.68,2
11:10,20,17,80,0.09,1.46,3
13:05,20,15,68,0.03,2.3,4
17:54,14,17,66,1.68,0.98,5
10:50,29,17,84,1.66,0.76,5
18:18,18,15,36,1.27,2.85,6
19:42,18,17,28,0.32,1.65,7
16:50,20,24,69,0.02,1.25,0
18:17,20,16,32,1.91,1.45,1
17:59,19,16,83,1.18,0.49,2
11:50,19,15,79,1.86,2.4,3
20:33,20,17,32,0.72,0.4,6
20:32,19,15,29,0.38,1.14,7
13:55,19,24,51,0.85,2.9,0
15:01,19,15,86,1.67,2.24,4
13:09,17,15,61,0.07,1.68,5
07:57,20,17,36,1.37,0.54,6
20:41,18,15,21,0.46,1.09,7
07:48,19,24,47,0.37,2.7,0
18:24,19,15,37,1.79,2.38,1
18:59,20,15,40,0.57,0.47,2
11:09,18,16,63,0.95,1.3,3
10:58,19,17,44,1.98,2.24,4
15:44,16,15,42,1.76,2.26,5
17:51,25,15,62,1.5,1.54,5
20:10,18,16,36,0.85,0.69,6
16:33,19,17,23,0.4,1.2,7
16:36,19,23,97,0.47,1.69,0
17:23,19,16,39,1.61,1.38,1
18:33,18,15,83,0.94,0.94,2
11:46,19,16,79,0.14,2.63,3
08:11,19,17,90,1.17,2.03,4
16:12,17,15,72,1.7,1.2,5
15:05,29,17,86,1.49,2.79,5
09:34,18,16,37,1.52,0.81,6
16:08,18,15,38,0.89,1.94,7
07:01,18,21,91,0.99,2.03,0
14:19,21,15,48,1.22,1.88,5
17:47,20,17,35,1.77,2.98,1
18:16,18,15,75,1.61,0.39,2
11:54,19,15,44,1.23,1.19,3
14:55,19,16,59,1.42,2.83,4
09:45,15,15,85,1.66,0.87,5
21:02,29,17,46,0.77,2.32,5
07:37,19,15,34,0.07,1.43,6
21:46,20,17,39,0.55,2.8,7
12:38,19,23,52,0.25,1.19,0
18:27,20,16,38,1.97,1.79,1
17:03,19,15,53,1.9,0.16,2
11:42,18,15,75,1.86,1.61,3
10:37,20,17,84,0.83,2.45,4
13:48,15,16,75,0.47,2.24,5
18:33,18,15,27,0.44,2.93,7
15:41,18,25,47,0.65,1.55,0
17:38,19,17,38,1.86,1.13,1
17:30,18,15,42,1.61,0.85,2
11:23,20,16,52,0.17,2.99,3
08:32,20,17,87,0.88,2.52,4
07:51,14,15,82,1.43,2.97,5
19:36,27,17,70,0.43,1.16,5
16:06,19,15,31,1.04,0.76,6
20:20,18,17,33,0.8,2.54,7
10:28,19,21,48,0.31,2.85,0
17:14,19,17,37,1.58,0.71,1
18:25,19,15,44,1.5,0.49,2
11:23,20,15,85,0.36,2.14,3
08:38,19,17,60,0.55,2.04,4
10:25,14,15,61,0.77,1.76,5
07:32,24,16,63,0.51,2.85,5
09:47,20,17,39,0.22,0.86,6
16:34,19,16,26,0.53,0.13,7
20:50,27,17,67,0.24,1.0,5
16:07,19,15,37,0.96,0.1,6
12:18,18,26,45,0.62,0.36,0
17:08,18,15,33,1.28,0.66,1
17:29,18,15,84,1.67,0.63,2
11:39,20,16,71,0.04,0.5,3
19:26,20,17,48,0.96,2.39,4
15:08,14,15,80,0.98,2.53,5
16:25,28,17,56,0.77,0.47,5
09:49,19,17,34,0.63,1.82,6
17:51,19,15,26,0.96,1.76,7
17:37,14,17,81,1.69,1.86,5
21:06,24,16,70,0.59,1.86,5
09:19,20,16,32,0.36,0.31,6
15:23,18,15,33,0.88,2.26,7
13:50,19,22,74,0.16,1.53,0
18:12,20,17,30,1.35,1.4,1
17:36,20,17,41,1.14,0.33,2
14:56,14,17,47,0.17,1.24,5
14:09,22,16,40,1.65,2.15,5
16:12,20,15,35,1.75,1.21,6
16:40,18,16,27,0.46,1.2,7
11:07,20,24,70,0.74,1.89,0
18:05,20,15,40,1.47,1.22,1
18:35,18,17,82,0.99,0.58,2
11:52,20,17,85,0.71,0.31,3
08:21,20,15,67,1.9,2.68,4
19:56,18,17,39,1.86,1.41,6
21:22,18,17,31,0.78,2.45,7
11:28,20,22,58,0.26,0.52,0
18:21,19,15,35,1.65,0.82,1
11:32,19,17,54,0.86,0.3,3
07:22,20,17,50,1.93,2.96,4
17:55,19,17,68,0.57,0.28,2
11:37,19,16,77,1.62,1.66,3
20:30,19,17,79,1.6,2.58,4
07:40,14,16,66,1.51,2.16,5
19:43,28,16,69,0.41,1.75,5
21:51,18,15,36,0.13,1.16,6
15:51,19,16,27,0.64,0.64,7
14:31,20,24,57,0.7,0.59,0
18:02,19,17,37,1.87,0.49,1
18:16,20,16,57,1.8,0.22,2
11:06,20,17,90,1.86,0.7,3
08:46,16,17,43,1.4,1.04,5
21:15,25,16,52,0.19,1.01,5
14:22,20,17,49,0.93,2.45,4
18:48,14,17,72,0.39,2.82,5
12:12,19,23,95,0.11,1.91,0
17:35,18,15,36,1.51,0.18,1
18:32,19,17,82,1.59,0.6,2
11:39,19,17,61,1.33,2.63,3
21:58,19,16,90,0.49,2.79,4
18:32,28,16,51,1.13,0.46,5
14:23,19,15,31,1.91,1.89,6
14:27,20,15,22,0.87,2.7,7
15:21,18,26,45,0.14,1.43,0
17:22,20,16,39,1.18,0.17,1
18:39,20,16,47,1.45,0.44,2
11:06,19,17,50,0.6,2.14,3
15:56,19,24,53,0.5,2.42,0
18:35,19,15,36,1.47,2.02,1
17:33,20,16,51,1.13,0.13,2
11:44,19,17,42,0.27,1.5,3
08:49,18,15,64,1.17,2.22,4
13:36,17,16,55,0.37,2.99,5
16:59,24,16,90,1.82,0.25,5
16:39,19,16,37,1.07,1.04,6
20:51,18,15,37,0.21,2.85,7
13:58,18,23,49,0.61,0.81,0
17:31,18,17,31,1.23,2.46,1
17:51,18,17,87,1.27,0.29,2
11:07,18,17,74,1.47,0.59,3
18:23,20,16,85,0.94,2.01,4
17:01,14,17,75,1.38,0.4,5
17:34,29,16,62,0.81,2.04,5
15:54,19,15,34,0.8,2.89,6
16:14,18,17,20,0.11,2.45,7
12:09,20,16,76,0.31,2.7,4
20:39,17,15,67,1.39,1.37,5
13:39,25,15,41,1.29,2.91,5
14:51,18,15,30,0.33,1.5,6
14:43,18,17,35,0.38,1.14,7
08:12,18,23,47,0.07,0.33,0
11:55,19,15,56,1.48,0.55,3
20:06,20,17,47,0.25,2.42,4
07:14,14,15,76,1.72,1.49,5
20:03,22,17,81,1.38,0.73,5
11:00,20,15,34,1.85,0.08,6
14:36,20,15,21,0.74,2.02,7
07:46,20,23,54,0.23,2.44,0
18:10,20,16,38,1.27,2.58,1
18:59,20,16,62,0.14,0.22,2
11:38,19,17,45,0.28,0.76,3
10:28,19,15,48,1.85,2.68,4
10:45,14,17,77,1.23,1.15,5
18:22,23,16,48,0.55,2.17,5
09:40,19,17,33,0.33,2.79,6
14:00,20,16,34,0.22,0.84,7
08:15,20,25,62,0.86,0.96,0
17:57,19,16,32,1.99,2.49,1
18:12,20,16,50,1.51,0.11,2
17:49,18,16,40,1.46,2.12,1
16:46,24,17,84,0.28,0.48,5
08:13,20,15,37,0.03,2.64,6
20:15,20,15,24,0.51,1.13,7
14:30,18,21,76,0.12,1.19,0
17:54,20,17,31,1.37,0.62,1
18:24,19,15,59,0.39,0.49,2
11:31,18,15,73,0.41,1.92,3
09:17,20,16,69,1.77,2.13,4
16:14,16,17,53,1.56,2.22,5
13:26,29,17,69,1.91,0.42,5
17:49,20,16,39,0.03,2.63,6
16:52,20,17,20,0.24,0.82,7
11:15,19,25,96,0.42,1.0,0
17:46,20,15,40,2.0,0.01,1
17:55,18,16,69,1.75,0.82,2
11:07,18,16,48,1.52,2.6,3
11:35,18,15,70,1.57,2.78,4
21:37,15,15,73,0.81,2.67,5
09:29,21,16,57,1.63,1.21,5
21:20,18,16,30,0.45,2.81,6
18:59,18,15,33,0.32,2.81,7
09:20,20,22,52,0.82,1.41,0
18:25,20,17,36,1.76,1.82,1
18:00,18,15,41,1.35,0.11,2
11:09,19,15,83,1.97,0.13,3
14:37,18,17,88,0.85,2.14,4
17:56,18,16,84,1.44,0.76,2
11:48,19,17,71,1.21,1.36,3
15:36,19,15,28,0.7,0.32,7
15:08,20,24,78,0.2,0.43,0
18:54,20,15,35,1.4,0.9,1
17:58,19,17,77,1.51,0.91,2
11:34,20,15,44,1.97,0.2,3
16:56,19,17,52,0.32,2.45,4
16:02,16,16,54,0.47,2.23,5
08:37,28,17,63,1.47,0.94,5
10:14,20,17,34,0.43,2.24,6
15:21,19,17,24,0.43,1.75,7
15:56,18,26,85,0.9,2.73,0
17:11,19,15,33,1.49,0.76,1
18:19,19,16,60,1.56,0.49,2
11:01,20,15,83,0.86,1.86,3
12:12,20,16,67,1.53,2.65,4
13:13,14,15,67,0.77,0.91,5
18:17,18,16,45,1.73,0.33,2
11:11,18,15,64,0.06,1.46,3
11:27,18,16,62,1.4,2.07,4
09:13,14,16,75,0.89,2.4,5
09:28,24,17,82,1.42,1.99,5
09:48,19,15,38,1.12,0.35,6
20:28,18,17,23,0.04,2.96,7
20:08,18,15,69,0.21,2.88,4
13:20,15,17,77,1.73,0.17,5
08:52,15,17,60,0.15,0.35,5
07:42,24,15,65,1.42,0.43,5
20:47,18,15,37,0.97,0.92,6
09:51,19,21,41,0.75,0.14,0
17:57,19,15,38,1.31,1.07,1
17:02,20,16,72,1.16,0.64,2
11:48,20,16,70,0.52,2.67,3
21:28,20,17,85,1.77,2.58,4
15:46,29,17,81,1.04,0.19,5
20:15,20,16,34,1.26,1.76,6
19:11,19,16,26,0.95,1.07,7
13:23,20,22,92,0.44,0.15,0
17:05,18,16,34,1.11,2.21,1
09:59,14,15,61,1.77,0.9,5
16:42,22,16,54,1.42,1.01,5
13:24,20,17,39,1.62,1.56,6
17:53,19,17,29,0.71,0.04,7
16:17,20,21,100,0.04,0.51,0
17:08,18,16,32,1.43,0.65,1
17:03,18,15,52,1.28,0.88,2
11:27,18,15,49,0.81,2.15,3
21:31,19,15,42,0.18,2.69,4
20:01,16,17,45,0.4,2.1,5
14:54,18,23,76,1.0,2.4,0
18:46,18,16,31,1.91,1.87,1
17:11,19,15,64,1.58,0.14,2
11:12,18,15,80,0.23,0.19,3
10:45,18,17,83,1.26,2.94,4
10:44,17,17,50,0.53,1.61,5
11:44,22,16,85,1.78,2.21,5
13:35,19,17,32,1.29,0.26,6
15:38,18,15,26,0.42,1.42,7
08:39,19,23,89,0.43,1.18,0
17:39,19,15,40,1.97,0.08,1
18:36,18,16,63,0.25,0.55,2
11:10,20,16,84,1.69,2.69,3
18:04,18,17,79,1.36,2.34,4
13:33,14,17,43,0.81,2.63,5
12:18,26,16,85,1.41,1.29,5
21:51,18,15,30,0.03,1.94,6
18:00,19,16,25,0.68,0.36,7
13:39,19,25,63,0.59,1.03,0
17:48,18,15,31,1.78,2.39,1
18:32,20,16,45,0.46,0.26,2
11:48,18,16,45,1.16,2.0,3
17:12,20,16,73,1.81,2.26,4
08:40,15,15,42,1.22,1.23,5
09:08,25,17,60,1.62,1.71,5
21:56,19,15,31,1.83,2.04,6
18:29,19,16,39,0.69,0.28,7
10:15,19,21,55,0.35,0.0,0
18:26,19,16,36,1.4,0.1,1
11:02,24,16,73,1.29,0.34,5
16:41,19,17,32,0.77,2.57,7
18:49,20,17,81,1.44,0.54,2
11:18,19,16,68,0.22,0.12,3
14:54,18,16,60,1.2,2.59,4
11:38,15,17,60,1.13,2.59,5
19:50,28,15,45,1.16,1.62,5
10:45,20,16,35,1.66,0.24,6
14:56,19,16,30,0.8,2.64,7
12:08,19,24,94,0.36,0.1,0
17:10,18,16,31,1.68,1.28,1
17:17,19,16,74,1.26,0.42,2
11:06,20,16,89,0.05,1.52,3
14:49,18,17,77,0.25,2.44,4
13:38,16,17,76,0.14,0.12,5
21:42,28,16,85,1.29,0.71,5
07:13,18,15,39,1.15,1.65,6
17:48,19,16,23,0.3,0.03,7
09:46,18,26,81,0.43,2.94,0
18:53,19,17,39,1.94,1.14,1
18:18,19,15,39,1.07,1.84,6
17:43,20,15,56,0.21,0.61,2
11:33,18,16,82,0.68,2.31,3
07:28,20,15,68,1.43,2.89,4
10:15,15,16,64,1.08,1.41,5
19:12,18,15,35,0.84,2.41,6
14:49,19,16,32,0.62,1.33,7
10:12,18,21,43,0.62,0.12,0
17:00,18,15,34,1.9,1.99,1
17:15,19,15,58,1.03,0.63,2
11:12,19,15,89,0.3,1.53,3
11:35,18,17,47,1.47,2.89,4
13:49,17,17,75,0.65,0.79,5
07:31,24,16,66,1.36,1.24,5
17:00,20,15,34,1.83,2.91,6
17:39,18,15,28,0.82,2.55,7
16:41,18,21,82,0.5,0.71,0
18:40,20,17,37,1.04,1.49,1
18:59,19,17,79,1.15,0.92,2
11:50,19,15,72,1.62,1.91,3
19:22,20,16,56,1.83,2.41,4
21:45,15,16,74,0.45,1.97,5
18:03,20,17,20,0.77,1.61,7
12:37,20,24,75,0.66,1.57,0
18:31,18,15,37,1.95,2.61,1
18:00,19,16,53,1.56,0.29,2
11:24,20,15,61,1.16,0.13,3
18:28,22,15,81,1.26,1.46,5
21:15,18,17,44,0.77,2.5,4
08:03,15,16,60,0.67,1.86,5
20:53,27,15,87,0.73,0.81,5
11:05,18,17,32,1.6,0.54,6
18:21,19,16,27,0.77,1.83,7
09:26,20,21,78,0.52,1.97,0
17:40,18,15,36,1.25,2.8,1
18:17,20,15,60,0.42,0.31,2
11:27,20,15,70,0.0,0.71,3
07:10,18,17,41,0.72,2.61,4
20:58,18,15,32,1.14,0.91,6
15:01,18,17,25,0.73,1.15,7
16:11,18,25,73,0.02,1.92,0
17:58,20,16,32,1.63,1.99,1
17:02,19,15,62,0.72,0.05,2
11:25,18,17,66,1.71,2.62,3
10:07,18,17,76,1.78,2.1,4
17:41,27,17,62,1.75,2.44,5
11:41,20,17,37,1.15,1.16,6
17:14,15,17,83,1.51,2.28,5
19:25,27,16,61,1.33,0.08,5
07:21,20,15,33,1.66,1.53,6
19:35,19,15,23,0.49,0.85,7
13:53,19,24,67,0.89,1.31,0
17:15,19,15,35,1.58,2.07,1
17:54,19,15,84,1.88,0.95,2
11:56,18,16,72,0.85,1.83,3
19:17,26,16,77,2.0,1.78,5
16:43,19,16,35,0.65,0.56,6
15:47,19,16,27,0.08,1.46,7
07:22,20,23,82,0.02,0.12,0
18:20,20,16,39,1.83,1.52,1
10:35,16,15,73,1.96,1.73,5
14:59,22,16,50,1.84,1.3,5
18:31,20,16,86,1.68,0.96,2
11:45,19,16,49,1.11,1.21,3
14:05,20,16,61,0.93,2.34,4
14:02,17,16,85,0.88,0.25,5
10:42,28,16,88,0.09,1.85,5
10:48,20,15,39,0.86,2.55,6
21:44,20,17,31,0.38,0.02,7
15:44,19,26,67,0.14,1.56,0
17:14,19,16,31,1.87,1.03,1
20:18,20,16,49,0.92,2.55,4
07:54,16,15,73,1.0,2.75,5
17:40,19,16,59,1.37,0.68,2
11:07,19,16,43,1.76,1.2,3
17:06,20,15,54,0.16,2.33,4
11:01,17,17,40,0.79,1.95,5
20:12,26,15,64,0.78,1.93,5
20:44,20,17,30,1.38,0.79,6
21:38,18,16,21,0.56,0.78,7
07:10,18,21,70,0.38,1.34,0
17:58,20,17,31,1.51,0.16,1
17:04,20,15,56,0.03,0.06,2
11:10,18,17,71,0.52,0.83,3
15:29,19,17,83,0.49,2.82,4
